Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,date,Valuation
1321,Anton Kade,GER,MFDF,Hertha BSC,Bundesliga,18.0,2004,4,0,77,0.9,0.0,1.11,1.11,100.0,0.0,0.0,13.6,0.0,0.0,0.0,23.3,34.4,67.7,384.4,88.9,10.0,12.2,81.8,11.1,14.4,76.9,1.11,5.56,20.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,23.3,11.1,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,11.1,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,3.33,3.33,2.22,0.0,1.11,4.44,25.0,3.33,1.11,0.0,1.11,3.33,8.89,1.11,0.0,55.6,1.11,15.6,20.0,24.4,4.44,44.4,28.9,115.6,87.8,5.56,1.11,1.11,2.22,1.11,23.3,2.22,0.0,0.0,0.0,2.22,2.22,0.0,2.22,3.33,0.0,0.0,0.0,8.89,2.22,3.33,40.0,2022-02-04,500000.0
1336,Boubacar Kamara,FRA,MFDF,Marseille,Ligue 1,22.0,1999,34,31,2778,30.9,0.03,0.71,0.1,13.6,0.05,0.33,19.5,0.0,0.0,0.0,71.3,78.5,90.8,1288.1,292.9,33.3,35.1,94.8,28.1,30.1,93.3,8.54,11.2,76.5,0.0,0.61,5.92,0.49,0.1,4.11,78.5,75.8,2.69,1.72,0.16,2.59,0.39,0.0,0.0,0.0,0.0,0.97,71.3,0.06,0.68,1.42,1.1,0.03,0.03,0.1,0.13,0.03,0.06,0.0,0.0,0.0,0.03,0.03,0.0,2.62,1.78,1.26,1.2,0.16,0.78,1.68,46.2,0.91,1.36,0.42,0.94,2.1,4.72,1.97,0.0,88.9,3.2,22.9,55.7,14.1,1.36,86.4,59.9,235.3,112.0,4.17,0.91,0.06,0.45,0.91,68.2,1.91,0.16,0.0,0.0,1.42,1.46,0.0,0.39,1.78,0.03,0.03,0.0,8.93,1.65,1.36,54.8,2022-05-30,25000000.0
1337,Hassane Kamara,CIV,MFDF,Nice,Ligue 1,28.0,1994,11,7,544,6.0,0.0,2.0,0.17,8.3,0.0,0.0,17.1,0.0,0.0,0.0,40.0,49.5,80.8,649.0,122.0,19.7,21.8,90.1,17.5,20.2,86.8,2.17,5.83,37.1,0.0,0.5,0.67,1.17,0.67,2.33,49.5,46.2,3.33,0.5,0.17,0.67,2.5,0.0,0.0,0.0,0.0,2.83,40.0,0.5,1.67,1.17,1.0,0.0,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.83,1.5,1.17,1.0,0.67,1.17,1.67,70.0,0.5,1.67,0.33,1.33,2.17,5.0,1.0,0.0,62.3,2.0,13.8,33.0,21.3,2.33,59.7,45.7,221.2,133.3,5.5,3.33,0.17,1.33,2.0,44.7,3.83,0.33,0.0,0.0,1.5,1.17,0.5,2.5,1.5,0.0,0.0,0.0,6.67,0.67,2.33,22.2,2021-12-16,6000000.0
1397,Robin Koch,GER,MFDF,Leeds United,Premier League,25.0,1996,20,17,1574,17.5,0.0,0.69,0.06,8.3,0.0,0.0,14.8,0.0,0.0,0.0,30.3,38.9,78.0,609.6,182.8,10.0,12.2,81.8,15.2,18.1,84.2,4.51,6.91,65.3,0.0,0.34,1.89,0.34,0.0,2.11,38.9,37.6,1.31,0.46,0.0,0.86,0.11,0.0,0.0,0.0,0.0,0.86,30.3,0.06,0.91,1.03,0.91,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.77,1.14,0.86,0.63,0.29,0.69,2.06,33.3,1.37,1.89,0.63,1.26,1.94,3.71,2.63,0.0,49.3,6.63,22.9,22.7,5.43,0.97,48.0,24.3,89.0,40.1,1.14,0.4,0.06,0.57,0.4,28.3,0.8,0.17,0.0,0.0,1.43,0.63,0.0,0.11,1.14,0.0,0.0,0.0,9.6,3.09,2.69,53.5,2021-12-23,17000000.0
1412,Geoffrey Kondogbia,CTA,MFDF,Atlético Madrid,La Liga,29.0,1993,28,21,1882,20.9,0.05,0.72,0.05,6.7,0.07,1.0,24.0,0.0,0.0,0.0,42.1,48.2,87.3,815.1,198.5,18.1,19.9,91.1,16.3,18.3,89.0,6.65,8.61,77.2,0.1,0.43,3.35,0.53,0.0,3.4,48.2,47.7,0.57,0.57,0.05,2.58,0.05,0.0,0.0,0.0,0.0,0.0,42.1,0.24,0.38,1.1,0.91,0.0,0.1,0.0,0.0,0.1,0.19,0.14,0.0,0.0,0.0,0.0,0.05,3.59,2.25,1.15,2.11,0.33,0.91,2.11,43.2,1.2,1.29,0.29,1.0,2.63,6.22,1.48,0.0,60.2,3.3,17.8,38.5,7.75,0.29,60.0,40.6,200.1,92.2,3.44,0.96,0.0,0.81,1.29,37.4,0.48,0.62,0.1,0.1,2.06,2.3,0.0,0.05,2.25,0.0,0.0,0.0,12.2,2.01,1.39,59.2,2021-12-30,15000000.0
1545,Ruben Loftus-Cheek,ENG,MFDF,Chelsea,Premier League,26.0,1996,24,13,1394,15.5,0.0,1.23,0.39,31.6,0.0,0.0,17.4,0.0,0.0,0.0,56.6,62.5,90.6,970.3,199.5,25.9,27.7,93.5,25.3,27.7,91.4,4.39,5.23,84.0,0.13,1.03,4.58,1.29,0.0,5.1,62.5,60.6,1.87,0.9,0.19,0.77,0.65,0.0,0.0,0.0,0.0,0.9,56.6,0.06,0.45,3.35,2.52,0.0,0.19,0.26,0.19,0.19,0.45,0.26,0.0,0.0,0.13,0.0,0.06,2.0,1.29,1.1,0.65,0.26,0.32,1.03,31.3,0.71,1.35,0.39,0.97,0.97,2.97,1.42,0.0,76.4,1.48,12.9,47.2,22.9,2.71,75.2,58.6,309.5,197.9,8.45,3.16,0.52,1.42,2.45,57.9,2.97,0.06,0.0,0.0,1.55,3.29,0.13,0.65,1.29,0.0,0.0,0.0,10.1,2.65,0.77,77.4,2021-12-23,20000000.0
1606,Yohann Magnin,FRA,MFDF,Clermont Foot,Ligue 1,24.0,1997,24,19,1717,19.1,0.05,0.99,0.16,15.8,0.05,0.33,14.3,0.0,0.0,0.0,39.4,48.1,81.8,674.7,174.1,19.2,21.8,88.0,15.5,18.2,85.1,3.82,6.34,60.3,0.0,0.47,2.46,0.58,0.1,2.83,48.1,47.6,0.47,0.47,0.0,0.99,0.58,0.0,0.0,0.0,0.0,0.0,39.4,0.26,0.79,1.31,1.05,0.0,0.0,0.05,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.05,0.0,3.3,1.94,1.52,1.36,0.42,0.84,2.2,38.1,1.36,1.52,0.47,1.05,0.94,4.24,1.68,0.05,59.7,3.77,19.9,31.7,10.4,2.3,59.3,35.6,137.3,59.8,2.3,0.42,0.05,0.99,1.2,41.0,1.36,0.1,0.0,0.0,1.26,1.36,0.26,0.58,1.94,0.05,0.0,0.0,8.64,1.78,2.36,43.0,2022-05-30,2000000.0
1755,Thiago Mendes,BRA,MFDF,Lyon,Ligue 1,30.0,1992,29,21,1863,20.7,0.1,0.77,0.19,25.0,0.13,0.5,24.1,0.19,0.0,0.0,66.5,75.4,88.2,1373.7,384.5,23.5,25.4,92.4,29.6,31.4,94.2,12.0,16.4,73.2,0.05,0.72,5.8,0.48,0.0,5.02,75.4,72.4,3.0,2.17,0.1,2.71,0.14,0.34,0.19,0.1,0.05,0.43,66.5,0.14,0.53,1.5,1.21,0.19,0.0,0.0,0.05,0.05,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.17,1.55,1.06,1.01,0.1,0.68,1.5,45.2,0.82,1.26,0.29,0.97,2.56,4.73,2.42,0.05,85.9,5.27,29.6,52.4,8.94,0.53,83.0,58.6,256.1,122.9,2.56,0.72,0.1,0.63,0.87,62.2,0.63,0.14,0.05,0.0,1.21,0.72,0.0,0.14,1.55,0.0,0.05,0.0,10.5,1.06,1.16,47.8,2022-05-30,9000000.0
1760,Batista Mendy,FRA,MFDF,Angers,Ligue 1,22.0,2000,34,27,2413,26.8,0.04,0.52,0.22,42.9,0.07,0.17,20.3,0.0,0.0,0.0,40.3,46.5,86.7,804.5,223.9,13.7,15.4,89.1,20.1,21.9,92.0,5.71,7.95,71.8,0.04,0.26,2.87,0.37,0.07,3.25,46.5,45.4,1.12,1.04,0.07,1.12,0.22,0.0,0.0,0.0,0.0,0.07,40.3,0.04,0.67,0.86,0.63,0.0,0.04,0.04,0.07,0.07,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.75,1.27,0.9,0.71,0.15,0.6,1.53,39.0,0.93,1.9,0.19,1.72,1.64,3.4,1.75,0.0,55.9,3.73,21.9,31.3,6.94,0.49,54.8,39.7,181.8,98.6,3.25,0.93,0.0,0.56,0.9,38.5,0.86,0.19,0.0,0.0,2.13,0.45,0.04,0.22,1.27,0.0,0.04,0.07,8.1,0.78,1.16,40.4,2022-05-30,3000000.0
1799,James Milner,ENG,MFDF,Liverpool,Premier League,36.0,1986,24,9,853,9.5,0.0,1.05,0.21,20.0,0.0,0.0,22.8,0.0,0.0,0.0,65.6,78.8,83.2,1287.5,390.7,25.6,28.9,88.4,29.1,32.8,88.5,10.0,14.6,68.3,0.11,2.11,7.79,2.11,0.21,7.89,78.8,72.7,6.11,1.68,0.21,2.11,2.11,1.37,0.0,1.05,0.0,3.05,65.6,0.21,2.0,3.26,2.42,0.63,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,3.68,2.42,1.58,1.58,0.53,1.58,3.68,42.9,2.11,2.11,0.63,1.47,2.32,6.0,2.32,0.0,92.1,4.63,19.5,47.5,28.6,1.16,86.5,56.7,202.7,105.8,4.42,1.58,0.11,0.95,1.05,63.1,3.26,0.21,0.0,0.0,1.79,2.11,0.0,2.11,2.42,0.0,0.0,0.0,11.5,1.47,1.16,56.0,2021-12-23,2000000.0
1839,Alberto Moreno,ESP,MFDF,Villarreal,La Liga,29.0,1992,24,13,1223,13.6,0.22,1.62,0.74,45.5,0.14,0.3,17.5,0.07,0.0,0.0,36.8,45.8,80.3,645.8,170.0,16.8,19.6,85.8,15.4,18.1,85.0,3.9,6.47,60.2,0.15,1.4,1.84,1.62,0.51,2.79,45.8,41.5,4.34,1.32,0.0,0.81,2.35,0.88,0.51,0.0,0.0,2.13,36.8,0.59,1.47,2.79,2.06,0.37,0.0,0.22,0.15,0.0,0.22,0.0,0.15,0.0,0.07,0.0,0.0,1.18,0.88,0.44,0.66,0.07,0.37,1.47,25.0,1.1,1.25,0.15,1.1,2.65,3.82,0.88,0.07,57.7,1.84,10.7,27.2,23.7,3.09,53.3,39.6,194.7,109.0,5.07,2.06,0.37,1.99,1.18,39.6,5.66,0.22,0.0,0.0,1.99,1.62,0.44,2.35,0.88,0.0,0.15,0.0,6.62,0.59,1.25,32.0,2021-12-30,5000000.0
1872,Marshall Munetsi,ZIM,MFDF,Reims,Ligue 1,25.0,1996,24,20,1885,20.9,0.24,1.53,0.62,40.6,0.16,0.38,16.2,0.0,0.0,0.0,26.0,32.0,81.3,523.1,121.4,9.95,11.6,85.6,11.1,12.9,85.9,4.45,6.51,68.4,0.05,0.33,1.63,0.05,0.0,1.2,32.0,31.4,0.57,0.53,0.1,0.72,0.1,0.0,0.0,0.0,0.0,0.05,26.0,0.19,0.53,1.15,0.72,0.0,0.1,0.14,0.1,0.1,0.14,0.05,0.0,0.0,0.0,0.05,0.05,2.39,1.1,1.44,0.86,0.1,0.72,1.77,40.5,1.05,2.34,0.57,1.77,2.3,4.69,4.07,0.05,47.4,5.93,20.5,22.7,6.03,1.82,46.8,25.1,125.4,65.7,1.63,0.48,0.1,1.1,1.1,26.2,1.15,0.33,0.0,0.0,2.15,1.2,0.1,0.1,1.1,0.05,0.0,0.0,7.94,2.58,1.67,60.7,2022-05-30,5000000.0
1900,Nikolas Nartey,DEN,MFDF,Stuttgart,Bundesliga,22.0,2000,8,4,404,4.5,0.0,0.22,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,33.8,44.9,75.2,569.3,176.7,14.9,18.7,79.8,16.2,19.3,83.9,2.0,4.89,40.9,0.0,0.89,1.78,1.56,0.44,3.78,44.9,40.2,4.67,0.89,0.0,0.89,1.78,0.0,0.0,0.0,0.0,3.78,33.8,0.0,1.56,2.22,2.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.89,0.22,1.56,0.22,0.44,1.33,33.3,0.89,1.78,0.44,1.33,1.56,3.56,1.33,0.0,55.8,2.0,13.8,28.4,16.4,1.56,51.8,33.8,141.3,70.9,3.56,1.33,0.22,2.0,0.89,35.3,4.22,0.22,0.0,0.0,2.22,1.33,0.22,1.78,0.89,0.0,0.0,0.0,7.78,3.11,0.67,82.4,2021-12-22,1800000.0
1908,Wilfred Ndidi,NGA,MFDF,Leicester City,Premier League,25.0,1996,19,18,1618,18.0,0.0,0.83,0.22,26.7,0.0,0.0,18.0,0.0,0.0,0.0,42.1,51.1,82.4,737.2,181.8,19.3,22.4,86.1,18.2,20.6,88.6,3.72,5.78,64.4,0.0,0.0,2.06,0.22,0.0,2.89,51.1,49.8,1.22,1.11,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.11,42.1,0.11,1.11,0.78,0.5,0.0,0.0,0.17,0.06,0.06,0.11,0.06,0.0,0.0,0.06,0.0,0.0,3.89,2.61,2.17,1.56,0.17,1.17,2.61,44.7,1.44,1.78,0.33,1.44,2.5,6.39,3.83,0.0,65.6,5.72,23.4,36.4,8.33,1.0,64.4,38.2,163.5,65.8,2.28,0.56,0.06,1.0,0.78,37.1,0.67,0.22,0.0,0.0,1.89,1.44,0.06,0.11,2.61,0.0,0.11,0.0,13.8,3.11,1.89,62.2,2021-12-23,60000000.0
1969,Joel Obi,NGA,MFDF,Salernitana,Serie A,31.0,1991,21,12,1143,12.7,0.0,0.79,0.16,20.0,0.0,0.0,10.3,0.0,0.0,0.0,23.2,29.7,78.2,343.3,93.9,13.2,14.8,89.4,7.32,9.61,76.2,1.57,2.83,55.6,0.08,1.1,1.1,0.24,0.16,1.26,29.7,28.0,1.73,0.24,0.08,0.63,0.87,0.55,0.24,0.31,0.0,0.79,23.2,0.0,1.1,1.81,1.34,0.39,0.0,0.08,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.13,1.02,0.63,1.02,0.47,0.16,0.71,22.2,0.55,1.5,0.47,1.02,1.5,3.62,0.63,0.0,40.9,1.57,9.92,20.4,12.6,2.36,39.1,23.5,97.3,42.5,1.65,0.63,0.08,1.65,1.5,24.1,3.31,0.31,0.0,0.0,2.83,1.97,0.0,0.87,1.02,0.0,0.0,0.0,7.95,1.42,1.5,48.6,2021-12-28,600000.0
2063,Mads Pedersen,DEN,MFDF,Augsburg,Bundesliga,25.0,1996,29,15,1391,15.5,0.13,1.23,0.39,31.6,0.11,0.33,20.0,0.06,0.0,0.0,19.5,29.8,65.6,355.4,159.5,9.03,10.9,82.8,7.61,10.3,73.8,2.32,6.52,35.6,0.06,1.23,1.35,0.9,0.45,2.39,29.8,23.4,6.39,0.71,0.0,1.29,2.13,1.1,0.19,0.84,0.0,4.58,19.5,0.13,1.42,2.0,1.16,0.32,0.13,0.06,0.19,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.0,2.13,1.35,0.84,0.9,0.39,0.97,2.45,39.5,1.48,1.74,0.26,1.48,1.94,4.06,1.29,0.0,42.6,2.26,12.6,16.8,15.7,1.87,36.5,23.5,130.7,76.4,2.97,0.97,0.52,1.42,1.81,19.9,2.9,0.32,0.0,0.0,1.94,2.13,0.19,2.13,1.35,0.0,0.06,0.0,8.06,0.65,1.61,28.6,2021-12-22,1500000.0
2272,Sergi Roberto,ESP,MFDF,Barcelona,La Liga,30.0,1992,9,4,400,4.4,0.45,0.91,0.68,75.0,0.5,0.67,9.0,0.0,0.0,0.0,54.8,60.9,89.9,883.4,206.4,28.2,30.0,93.9,21.1,22.7,93.0,4.55,6.59,69.0,0.23,1.14,3.64,0.45,0.0,3.41,60.9,56.4,4.55,2.05,0.0,0.45,1.59,0.0,0.0,0.0,0.0,2.5,54.8,0.0,0.68,2.05,2.05,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,2.27,1.36,0.91,0.68,0.68,0.45,1.14,40.0,0.68,0.68,0.0,0.68,0.45,2.73,0.91,0.0,68.0,2.27,13.9,36.1,21.4,1.82,64.1,46.1,212.5,111.8,4.32,1.36,0.0,1.36,0.68,49.3,2.73,0.23,0.0,0.0,0.45,0.91,0.23,1.59,1.36,0.0,0.0,0.0,8.64,0.45,0.68,40.0,2022-03-21,7000000.0
2312,Marten de Roon,NED,MFDF,Atalanta,Serie A,31.0,1991,30,28,2548,28.3,0.11,0.78,0.18,22.7,0.14,0.6,18.6,0.0,0.0,0.0,51.0,59.2,86.2,1009.3,302.2,19.0,21.1,90.1,24.1,26.3,91.7,7.07,10.2,69.0,0.0,0.32,4.84,0.85,0.0,4.91,59.2,56.6,2.54,1.7,0.04,2.23,0.0,0.04,0.04,0.0,0.0,0.81,51.0,0.11,0.6,1.31,1.2,0.04,0.04,0.0,0.0,0.04,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.93,1.63,1.34,1.31,0.28,1.1,2.37,46.3,1.27,1.24,0.11,1.13,2.33,5.27,2.05,0.0,68.2,2.9,20.0,38.8,13.6,0.71,65.9,42.7,190.8,93.3,3.32,1.06,0.04,0.35,0.14,43.5,0.6,0.25,0.04,0.04,1.91,0.67,0.0,0.0,1.63,0.0,0.0,0.0,12.2,2.16,1.27,62.9,2021-12-28,20000000.0
2350,Marcel Sabitzer,AUT,MFDF,Bayern Munich,Bundesliga,28.0,1994,25,8,905,10.1,0.1,1.88,0.59,31.6,0.05,0.17,18.8,0.1,0.0,0.0,57.5,70.8,81.3,944.3,255.2,30.6,34.9,87.8,21.5,25.3,84.8,4.36,6.83,63.8,0.1,0.99,4.16,1.39,0.2,5.35,70.8,66.6,4.16,0.99,0.0,1.39,1.29,0.0,0.0,0.0,0.0,3.17,57.5,0.2,2.08,2.57,2.38,0.0,0.0,0.1,0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.18,0.89,0.89,0.99,0.3,0.99,2.48,40.0,1.49,1.09,0.2,0.89,1.29,3.47,0.99,0.0,82.3,2.38,17.6,43.6,24.3,3.86,78.2,55.5,200.0,92.4,4.95,1.09,0.4,1.39,1.49,59.9,4.85,0.0,0.0,0.0,1.68,1.88,0.0,1.29,0.89,0.0,0.0,0.0,11.1,2.28,1.09,67.6,2022-03-24,22000000.0
2395,Baptiste Santamaria,FRA,MFDF,Rennes,Ligue 1,27.0,1995,34,28,2518,28.0,0.07,1.21,0.25,20.6,0.06,0.29,16.7,0.0,0.0,0.0,48.5,56.0,86.6,1014.4,218.9,16.6,18.9,88.3,22.1,24.4,90.5,9.07,11.1,81.4,0.04,0.64,3.71,0.43,0.14,3.21,56.0,54.9,1.14,0.93,0.0,2.57,0.46,0.04,0.0,0.0,0.0,0.18,48.5,0.07,0.79,1.57,1.46,0.0,0.0,0.07,0.0,0.04,0.25,0.21,0.0,0.0,0.04,0.0,0.0,1.79,0.79,0.64,0.93,0.21,0.61,1.57,38.6,0.96,1.39,0.43,0.96,1.71,3.5,1.57,0.0,65.8,3.11,18.9,40.4,10.4,1.18,64.7,44.0,200.1,96.7,3.0,0.71,0.0,0.68,0.89,46.1,1.43,0.25,0.0,0.0,1.32,0.93,0.0,0.46,0.79,0.0,0.04,0.0,10.5,2.82,1.39,66.9,2022-05-30,14000000.0
2506,Ibrahima Sissoko,FRA,MFDF,Strasbourg,Ligue 1,24.0,1997,35,26,2303,25.6,0.08,1.02,0.2,19.2,0.08,0.4,13.6,0.0,0.0,0.0,33.4,41.4,80.6,621.2,185.5,14.3,16.7,85.5,14.1,16.1,87.9,4.22,6.52,64.7,0.2,1.02,2.97,0.86,0.16,3.55,41.4,40.8,0.59,0.39,0.12,0.98,0.86,0.0,0.0,0.0,0.0,0.12,33.4,0.16,1.17,2.19,1.68,0.0,0.2,0.04,0.27,0.0,0.31,0.27,0.0,0.0,0.0,0.04,0.0,1.68,0.94,0.59,0.74,0.35,0.23,1.02,23.1,0.78,2.34,0.51,1.84,1.72,3.4,1.52,0.0,53.7,3.13,15.2,28.0,14.2,2.73,53.2,36.1,198.5,114.3,4.92,0.98,0.27,1.64,1.64,35.3,4.49,0.23,0.0,0.0,2.42,1.37,0.0,0.86,0.94,0.04,0.0,0.0,9.53,2.58,1.48,63.5,2022-05-30,8000000.0
2509,Sambou Sissoko,FRA,MFDF,Reims,Ligue 1,23.0,1999,8,0,176,2.0,0.0,1.5,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,35.5,48.5,73.2,654.5,229.5,12.5,16.5,75.8,19.0,22.0,86.4,4.0,7.0,57.1,0.0,1.5,1.0,1.0,0.5,3.5,48.5,36.0,12.5,2.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,10.0,35.5,0.0,2.0,3.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.5,2.0,1.5,1.5,4.5,33.3,3.0,1.0,0.0,1.0,3.0,9.0,3.0,0.0,64.0,2.0,24.0,30.0,12.5,0.5,53.5,28.5,137.0,43.0,0.5,0.0,0.0,1.0,1.5,27.0,2.5,0.0,0.0,0.0,0.5,2.0,0.0,0.5,4.0,0.0,0.0,0.0,11.5,3.0,1.0,75.0,2022-05-30,500000.0
2527,Augusto Solari,ARG,MFDF,Celta Vigo,La Liga,30.0,1992,26,4,714,7.9,0.0,0.89,0.13,14.3,0.0,0.0,25.1,0.0,0.0,0.0,37.5,54.4,68.8,611.8,170.0,19.7,23.5,83.9,13.3,19.1,69.5,3.29,8.61,38.2,0.0,0.76,2.53,1.14,0.76,2.66,54.4,50.4,4.05,0.25,0.13,1.39,4.3,0.51,0.13,0.25,0.0,3.16,37.5,0.51,2.41,2.41,1.77,0.0,0.25,0.13,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,2.41,1.27,1.39,0.76,1.14,3.04,37.5,1.9,2.03,0.63,1.39,1.9,5.32,1.77,0.0,70.4,1.77,12.7,35.1,26.7,2.66,66.6,43.2,182.9,100.0,4.94,2.15,0.13,2.78,1.65,42.8,3.92,0.63,0.0,0.0,2.91,1.52,0.13,4.3,2.41,0.0,0.0,0.0,12.2,0.76,1.52,33.3,2021-12-30,3000000.0
