Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,date,Valuation
2577,Tobias Strobl,GER,MFDF,Augsburg,Bundesliga,32.0,1990,5,4,323,3.6,0.0,0.56,0.28,50.0,0.0,0.0,17.0,0.0,0.0,0.0,18.9,26.1,72.3,375.0,126.1,6.11,7.78,78.6,9.17,10.3,89.2,3.06,6.11,50.0,0.0,0.28,1.94,0.28,0.0,2.78,26.1,25.3,0.83,0.83,0.0,1.39,0.28,0.0,0.0,0.0,0.0,0.0,18.9,0.28,1.11,1.11,0.83,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.56,0.56,0.83,0.0,0.28,2.22,12.5,1.94,3.06,0.56,2.5,2.22,3.61,1.39,0.0,37.5,3.33,13.1,22.2,3.06,0.83,36.7,15.8,80.8,26.4,0.83,0.28,0.0,0.56,1.11,14.4,0.56,0.28,0.0,0.0,1.94,0.56,0.0,0.28,0.56,0.0,0.0,0.0,10.6,2.5,1.39,64.3,2021-12-22,1000000.0
2790,Emanuel Vignato,ITA,MFDF,Bologna,Serie A,21.0,2000,24,3,594,6.6,0.0,0.76,0.15,20.0,0.0,0.0,21.0,0.0,0.0,0.0,50.9,60.9,83.6,878.3,247.3,28.3,31.5,89.9,17.0,19.4,87.5,5.61,7.12,78.7,0.15,1.67,4.55,1.82,0.45,5.61,60.9,57.0,3.94,0.45,0.15,1.97,2.12,0.61,0.15,0.0,0.15,2.27,50.9,0.15,2.88,3.03,2.58,0.15,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.42,1.67,1.06,0.76,0.61,0.61,1.82,33.3,1.21,0.76,0.0,0.76,0.45,2.88,0.91,0.0,69.4,1.21,12.9,37.0,25.6,2.27,65.6,49.8,337.0,170.2,8.79,2.42,0.76,0.45,1.67,50.8,3.18,0.3,0.0,0.0,0.76,0.61,0.0,2.12,1.67,0.0,0.0,0.0,9.09,0.61,1.36,30.8,2021-12-28,6000000.0
2854,Axel Witsel,BEL,MFDF,Dortmund,Bundesliga,33.0,1989,29,22,1941,21.6,0.09,0.37,0.09,25.0,0.25,1.0,20.8,0.0,0.0,0.0,56.1,60.1,93.2,1022.7,230.2,22.6,24.3,93.1,27.1,28.2,95.9,5.42,6.11,88.6,0.0,0.28,3.66,0.23,0.05,2.87,60.1,57.7,2.45,2.22,0.05,0.74,0.05,0.0,0.0,0.0,0.0,0.23,56.1,0.0,0.46,1.02,0.88,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2.36,1.48,0.83,1.16,0.37,0.74,1.57,47.1,0.83,1.53,0.46,1.06,1.53,3.89,1.99,0.0,69.3,4.54,21.6,44.7,6.2,0.56,67.2,46.3,207.5,83.1,2.92,0.65,0.09,0.51,0.74,49.4,0.56,0.19,0.0,0.0,1.2,1.44,0.05,0.05,1.48,0.0,0.09,0.0,9.31,1.53,0.83,64.7,2022-03-24,4000000.0
2865,Granit Xhaka,SUI,MFDF,Arsenal,Premier League,29.0,1992,27,27,2327,25.9,0.04,1.04,0.19,18.5,0.04,0.2,22.8,0.04,0.0,0.0,52.0,59.8,87.0,967.7,258.4,22.1,24.4,90.4,22.4,24.7,90.3,6.53,8.38,77.9,0.08,1.35,6.18,1.74,0.19,5.6,59.8,57.6,2.2,1.39,0.12,2.01,0.69,0.0,0.0,0.0,0.0,0.69,52.0,0.04,1.08,3.05,2.78,0.08,0.08,0.04,0.0,0.08,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.51,0.93,0.73,0.54,0.23,0.5,1.39,36.1,0.89,1.39,0.31,1.08,1.2,2.7,1.08,0.0,68.2,2.74,13.3,39.4,19.3,1.74,66.1,46.3,215.6,108.3,4.29,1.51,0.15,0.66,0.93,50.1,2.28,0.39,0.04,0.0,1.35,0.89,0.08,0.69,0.93,0.0,0.04,0.0,9.58,1.39,1.12,55.4,2021-12-23,20000000.0
2884,Denis Zakaria,SUI,MFDF,M'Gladbach,Bundesliga,25.0,1996,16,15,1395,15.5,0.13,1.16,0.26,22.2,0.11,0.5,23.2,0.0,0.0,0.0,47.5,52.8,90.1,873.9,258.9,19.2,20.7,92.8,21.8,23.6,92.3,5.55,6.84,81.1,0.06,0.39,3.61,0.39,0.0,4.32,52.8,51.1,1.68,1.42,0.06,0.71,0.32,0.0,0.0,0.0,0.0,0.19,47.5,0.19,0.65,1.55,1.23,0.0,0.06,0.13,0.06,0.06,0.19,0.13,0.0,0.0,0.06,0.0,0.0,1.87,1.23,0.84,0.9,0.13,0.71,1.61,44.0,0.9,2.32,0.32,2.0,2.39,4.26,1.48,0.0,64.3,4.52,22.1,38.6,8.97,0.84,62.6,46.3,247.1,142.1,4.52,1.48,0.26,0.97,1.48,42.5,1.35,0.26,0.0,0.0,1.48,0.9,0.06,0.32,1.23,0.0,0.06,0.0,10.9,0.9,0.97,48.3,2021-12-22,27000000.0
2902,Mehdi Zerkane,ALG,MFDF,Bordeaux,Ligue 1,22.0,1999,6,0,83,0.9,0.0,1.11,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,47.8,51.1,93.5,666.7,217.8,23.3,25.6,91.3,20.0,21.1,94.7,1.11,1.11,100.0,0.0,1.11,0.0,0.0,0.0,2.22,51.1,44.4,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,47.8,0.0,2.22,4.44,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.22,0.0,0.0,2.22,1.11,3.33,33.3,2.22,2.22,2.22,0.0,2.22,4.44,0.0,0.0,68.9,2.22,8.89,45.6,21.1,2.22,62.2,48.9,262.2,118.9,5.56,0.0,0.0,1.11,5.56,45.6,2.22,0.0,0.0,0.0,1.11,2.22,0.0,0.0,2.22,0.0,0.0,0.0,8.89,0.0,2.22,0.0,2022-05-30,1500000.0
46,Maghnes Akliouche,FRA,MFDF,Monaco,Ligue 1,20.0,2002,6,3,248,2.8,0.0,0.36,0.36,100.0,0.0,0.0,8.4,0.0,0.0,0.0,28.2,37.9,74.5,366.1,113.6,17.9,21.8,82.0,7.5,10.4,72.4,0.71,1.79,40.0,0.0,1.79,2.5,1.43,0.0,3.93,37.9,35.7,1.79,0.36,0.0,0.0,3.21,0.36,0.36,0.0,0.0,1.07,28.2,0.36,1.43,1.79,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.07,1.07,1.07,0.0,0.36,1.07,33.3,0.71,0.36,0.0,0.36,0.71,2.86,0.71,0.0,47.9,1.43,7.14,19.3,22.1,3.21,47.9,38.2,214.3,94.6,1.79,1.07,0.36,1.79,2.14,35.0,7.5,1.07,0.0,0.0,1.79,1.07,0.0,3.21,1.07,0.0,0.0,0.0,6.43,0.71,1.07,40.0,2023-03-27,6000000.0
127,Santiago Arzamendia,PAR,MFDF,Cádiz,La Liga,24.0,1998,8,3,299,3.3,0.0,0.91,0.3,33.3,0.0,0.0,17.5,0.0,0.0,0.0,24.2,37.3,65.0,386.7,169.4,13.0,16.7,78.2,7.58,11.2,67.6,2.12,4.85,43.8,0.0,1.52,2.42,0.91,0.0,2.42,37.3,31.5,5.76,0.61,0.0,0.3,1.82,0.3,0.3,0.0,0.0,4.85,24.2,0.0,2.73,1.82,1.52,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.21,0.91,0.3,0.3,1.21,3.64,33.3,2.42,2.42,0.0,2.42,0.3,1.82,2.42,0.3,50.0,3.03,16.1,21.8,12.7,1.52,50.0,22.4,88.8,49.7,1.52,0.91,0.61,1.82,0.61,22.1,4.24,0.0,0.0,0.0,0.91,0.3,0.0,1.82,1.21,0.0,0.0,0.0,8.18,1.52,1.82,45.5,2022-11-07,1500000.0
175,Mitchel Bakker,NED,MFDF,Leverkusen,Bundesliga,22.0,2000,17,11,968,10.8,2.0,0.93,0.37,40.0,0.2,0.5,21.3,0.0,0.0,0.0,43.5,55.0,79.1,694.6,217.0,23.2,26.5,87.8,16.5,20.7,79.5,2.96,5.37,55.2,0.09,0.93,1.85,0.83,0.19,3.43,55.0,44.8,10.1,1.02,0.09,0.56,1.3,0.0,0.0,0.0,0.0,9.07,43.5,0.09,1.2,1.76,1.48,0.28,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.02,0.65,0.46,0.56,0.0,0.28,0.56,50.0,0.28,0.83,0.19,0.65,0.65,1.67,1.11,0.19,63.0,1.85,19.8,30.3,13.5,1.39,63.0,30.6,139.4,69.1,1.2,0.74,0.46,1.2,0.65,39.2,3.7,0.37,0.09,0.09,1.02,0.74,0.0,1.3,0.65,0.0,0.0,0.0,6.39,0.83,0.74,52.9,2022-11-09,9000000.0
213,Simone Bastoni,ITA,MFDF,Spezia,Serie A,26.0,1996,13,12,946,10.5,2.0,1.9,0.57,30.0,0.1,0.33,20.0,0.1,0.0,0.0,26.8,44.7,59.9,448.5,165.6,13.5,16.0,84.5,9.52,15.7,60.6,3.05,8.57,35.6,0.19,1.43,2.29,0.86,0.57,2.29,44.7,35.6,8.95,2.0,0.19,0.38,8.19,4.0,2.29,1.33,0.0,2.95,26.8,0.1,2.76,2.48,1.43,0.76,0.0,0.19,0.0,0.1,0.19,0.19,0.0,0.0,0.0,0.0,0.0,3.52,1.71,1.52,1.52,0.48,0.86,1.81,47.4,0.95,1.52,0.38,1.14,0.67,4.19,0.86,0.0,56.3,2.29,13.9,22.7,20.3,1.9,56.3,25.7,116.7,55.3,1.14,1.14,0.19,1.24,1.05,29.7,5.24,0.38,0.0,0.0,2.19,1.05,0.19,8.19,1.71,0.0,0.0,0.0,6.76,1.05,0.76,57.9,2022-11-11,7500000.0
292,Leonardo Bittencourt,GER,MFDF,Werder Bremen,Bundesliga,29.0,1993,14,12,860,9.6,2.0,1.35,0.63,46.2,0.15,0.33,22.0,0.1,0.0,0.0,29.2,41.0,71.1,440.3,96.5,15.8,18.4,85.9,10.8,14.3,75.9,1.35,4.06,33.3,0.0,0.52,2.08,0.83,0.1,2.92,41.0,39.8,1.25,0.1,0.1,0.31,2.08,0.1,0.1,0.0,0.0,1.04,29.2,0.0,1.98,2.08,0.94,0.0,0.21,0.1,0.63,0.21,0.1,0.0,0.0,0.0,0.0,0.1,0.0,2.29,1.25,0.42,1.46,0.42,0.83,1.88,44.4,1.04,0.63,0.0,0.63,0.83,3.13,0.42,0.0,53.1,0.63,7.4,29.6,16.8,2.4,53.1,33.4,179.2,71.5,2.29,1.98,0.31,2.6,0.83,36.9,5.31,0.52,0.0,0.0,2.92,2.08,0.31,2.08,1.25,0.0,0.0,0.0,6.56,0.21,1.04,16.7,2022-11-09,3500000.0
295,Lautaro Blanco,ARG,MFDF,Elche,La Liga,23.0,1999,5,2,230,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,40.0,57.7,471.2,297.3,11.5,13.5,85.7,6.54,13.1,50.0,5.0,12.3,40.6,0.38,1.15,2.69,1.15,0.77,3.46,40.0,28.8,11.2,0.38,0.0,0.0,8.08,0.38,0.0,0.0,0.38,10.4,23.1,0.0,0.77,1.54,1.15,0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,1.92,0.77,1.15,0.38,0.38,1.54,1.92,80.0,0.38,1.54,0.38,1.15,0.38,2.31,1.54,0.0,49.2,1.54,14.2,15.8,20.4,0.38,49.2,24.2,148.1,76.2,1.54,1.54,0.0,0.77,0.0,22.7,4.23,0.38,0.0,0.0,0.38,0.0,0.0,8.08,0.77,0.0,0.0,0.0,6.92,0.0,0.77,0.0,2023-03-23,3500000.0
301,Alexis Blin,FRA,MFDF,Lecce,Serie A,26.0,1996,20,13,1253,13.9,0.0,0.36,0.07,20.0,0.0,0.0,15.6,0.0,0.0,0.0,32.8,40.5,81.0,538.8,159.4,15.8,18.1,87.3,12.7,15.3,83.0,2.73,4.24,64.4,0.0,0.5,3.6,0.58,0.14,4.32,40.5,38.2,2.23,0.72,0.0,0.43,1.15,0.07,0.07,0.0,0.0,0.72,32.8,0.07,0.43,1.22,1.08,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,1.08,1.01,1.01,0.5,1.51,2.45,61.8,0.94,1.94,0.79,1.15,1.37,3.88,4.03,0.0,54.2,4.6,17.1,27.8,9.5,0.72,54.2,22.3,109.6,57.8,0.86,0.72,0.07,1.22,0.43,28.1,1.44,0.14,0.0,0.0,1.44,1.15,0.0,1.15,1.08,0.0,0.0,0.0,5.04,1.8,2.88,38.5,2022-11-11,2000000.0
302,Daley Blind,NED,MFDF,Bayern Munich,Bundesliga,32.0,1990,2,0,37,0.4,0.0,2.5,2.5,100.0,0.0,0.0,24.8,0.0,0.0,0.0,50.0,52.5,95.2,1070.0,435.0,12.5,12.5,100.0,32.5,35.0,92.9,5.0,5.0,100.0,0.0,2.5,5.0,2.5,0.0,7.5,52.5,47.5,5.0,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,67.5,10.0,17.5,42.5,7.5,0.0,67.5,27.5,127.5,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,66.7,2022-11-11,6000000.0
363,Joe Bryan,ENG,MFDF,Nice,Ligue 1,29.0,1993,5,2,166,1.8,0.0,0.56,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,43.3,55.0,78.8,615.0,247.8,27.8,31.7,87.7,13.9,16.1,86.2,1.11,3.33,33.3,0.0,0.56,1.11,1.67,0.0,4.44,55.0,46.7,8.33,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,8.33,43.3,0.0,1.67,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,2.22,1.67,1.11,0.0,2.22,2.22,100.0,0.0,1.11,0.0,1.11,0.56,3.33,0.56,0.0,63.3,2.22,15.0,29.4,20.0,2.78,63.3,43.3,233.9,98.9,1.11,3.33,0.0,1.67,0.0,38.3,8.33,1.11,0.0,0.0,1.67,1.67,0.56,1.67,2.22,0.0,0.0,0.0,8.89,0.0,2.78,0.0,2022-11-02,3000000.0
410,Eduardo Camavinga,FRA,MFDF,Real Madrid,La Liga,20.0,2002,20,9,914,10.2,0.0,1.18,0.1,8.3,0.0,0.0,23.6,0.0,0.0,0.0,57.0,62.7,90.8,882.9,245.3,29.1,31.5,92.5,21.7,23.0,94.0,3.82,4.8,79.6,0.1,1.27,6.76,0.78,0.1,8.04,62.7,58.5,3.82,1.96,0.2,0.29,0.49,0.0,0.0,0.0,0.0,1.86,57.0,0.39,0.59,4.51,3.33,0.0,0.39,0.2,0.59,0.0,0.29,0.2,0.0,0.0,0.0,0.1,0.0,2.94,2.06,1.08,1.08,0.78,0.78,2.55,30.8,1.76,1.27,0.29,0.98,0.88,3.82,1.27,0.0,75.6,1.96,14.5,41.0,21.7,1.18,75.6,51.4,304.1,176.3,3.73,4.71,0.39,1.86,1.18,56.9,4.8,0.29,0.0,0.0,1.47,3.63,0.29,0.49,2.06,0.0,0.0,0.0,6.18,0.88,0.69,56.3,2023-03-23,60000000.0
425,Pierrick Capelle,FRA,MFDF,Angers,Ligue 1,35.0,1987,16,9,820,9.1,0.0,1.1,0.55,50.0,0.0,0.0,17.7,0.0,0.0,0.0,38.1,47.0,81.1,639.5,195.4,18.6,21.1,88.0,14.8,18.2,81.3,3.19,5.27,60.4,0.22,0.88,3.3,0.66,0.44,4.29,47.0,43.0,4.07,0.77,0.0,0.11,2.97,1.32,0.55,0.55,0.0,1.87,38.1,0.0,0.55,1.76,1.21,0.44,0.0,0.11,0.0,0.0,0.22,0.11,0.11,0.0,0.0,0.0,0.0,2.86,1.65,1.43,1.21,0.22,1.65,3.41,48.4,1.76,0.99,0.11,0.88,1.32,4.18,1.65,0.0,58.4,2.2,14.1,31.4,13.3,1.54,58.4,40.3,226.7,88.1,1.21,1.43,0.44,1.43,1.21,36.9,2.2,0.77,0.0,0.0,2.2,0.55,0.0,2.97,1.65,0.0,0.0,0.0,6.37,0.99,1.43,40.9,2022-11-02,300000.0
505,Yanis Cimignani,FRA,MFDF,Ajaccio,Ligue 1,21.0,2002,8,3,279,3.1,0.0,1.94,0.65,33.3,0.0,0.0,24.6,0.0,0.0,0.0,24.2,36.5,66.4,401.6,86.1,13.2,16.5,80.4,8.06,12.9,62.5,2.58,4.52,57.1,0.0,0.97,0.32,0.65,0.65,0.0,36.5,32.6,3.55,0.32,0.0,0.0,3.23,0.32,0.32,0.0,0.0,2.9,24.2,0.32,1.94,2.58,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,1.61,0.97,2.26,0.32,1.29,1.61,80.0,0.32,1.61,0.32,1.29,0.65,4.19,0.65,0.0,47.7,1.61,7.42,20.6,19.7,0.65,47.7,29.4,151.9,63.5,0.97,2.58,0.0,1.29,1.61,28.1,5.48,0.0,0.0,0.0,1.61,0.65,0.0,3.23,1.61,0.0,0.0,0.0,3.87,0.0,3.87,0.0,2023-03-27,1500000.0
673,Mamady Diarra,MLI,MFDF,Cádiz,La Liga,22.0,2000,2,1,66,0.7,0.0,4.29,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,11.4,12.9,88.9,147.1,37.1,5.71,7.14,80.0,4.29,4.29,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,1.43,1.43,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.43,2.86,0.0,0.0,1.43,2.86,50.0,1.43,2.86,0.0,2.86,0.0,2.86,0.0,0.0,30.0,0.0,8.57,12.9,8.57,4.29,30.0,20.0,120.0,78.6,4.29,0.0,1.43,1.43,1.43,12.9,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,1.43,0.0,0.0,0.0,7.14,0.0,0.0,0.0,2022-12-29,300000.0
728,Jodel Dossou,BEN,MFDF,Clermont Foot,Ligue 1,30.0,1992,9,2,258,2.9,1.0,2.07,1.03,50.0,0.17,0.33,16.7,0.0,0.0,0.0,13.4,20.3,66.1,190.3,67.6,8.97,11.0,81.3,3.45,6.21,55.6,0.69,1.72,40.0,0.0,1.03,1.72,0.34,0.34,2.07,20.3,19.0,1.38,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,1.38,13.4,0.0,0.69,1.72,1.38,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,1.38,1.03,0.69,0.69,1.38,1.38,100.0,0.0,0.69,0.34,0.34,0.34,2.76,0.0,0.0,34.8,0.34,4.48,13.8,17.6,3.1,34.8,23.1,153.8,73.8,2.76,1.38,0.69,2.76,1.72,22.1,7.93,0.0,0.0,0.0,1.03,1.03,1.03,3.45,1.38,0.0,0.0,0.0,2.41,0.34,1.38,20.0,2022-11-02,1000000.0
851,Fernando,BRA,MFDF,Sevilla,La Liga,35.0,1987,13,12,971,10.8,0.0,0.28,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,51.0,57.0,89.4,932.8,226.2,21.7,23.5,92.1,23.3,25.0,93.3,5.09,6.57,77.5,0.0,0.46,4.07,0.19,0.0,4.26,57.0,54.6,2.04,1.57,0.0,1.39,0.19,0.0,0.0,0.0,0.0,0.28,51.0,0.37,0.28,1.2,1.11,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.48,0.93,1.02,0.19,1.02,1.39,73.3,0.37,1.3,0.56,0.74,1.57,3.7,1.67,0.0,65.9,4.91,22.5,34.1,9.72,0.28,65.9,40.6,178.8,77.9,0.46,1.48,0.0,0.93,0.93,44.8,0.93,0.19,0.0,0.0,1.11,0.65,0.0,0.19,1.48,0.0,0.0,0.0,6.02,0.56,0.83,40.0,2023-03-23,3000000.0
1034,Pape Gueye,SEN,MFDF,Marseille,Ligue 1,24.0,1999,14,4,492,5.5,1.0,1.45,0.73,50.0,0.13,0.25,16.8,0.0,0.0,0.0,49.3,58.2,84.7,902.9,234.7,18.2,19.3,94.3,25.8,30.0,86.1,4.55,7.09,64.1,0.18,0.73,4.0,1.09,0.36,5.64,58.2,55.3,2.73,1.64,0.0,0.36,0.55,0.0,0.0,0.0,0.0,1.09,49.3,0.18,0.36,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,3.27,1.27,1.82,1.27,0.18,1.27,2.73,46.7,1.45,1.64,0.36,1.27,1.64,4.91,0.36,0.0,70.5,1.64,13.1,44.7,13.3,1.27,70.5,54.0,306.7,160.2,1.64,0.73,0.18,1.27,1.09,49.3,2.36,0.18,0.0,0.0,1.82,2.18,0.18,0.55,1.27,0.0,0.0,0.0,7.64,2.0,0.91,68.8,2022-11-02,10000000.0
1035,Josuha Guilavogui,FRA,MFDF,Wolfsburg,Bundesliga,32.0,1990,13,4,524,5.8,1.0,0.52,0.17,33.3,0.33,1.0,14.5,0.0,0.0,0.0,33.8,43.4,77.8,667.2,206.4,12.4,15.7,79.1,16.0,20.2,79.5,5.17,6.38,81.1,0.0,0.69,3.62,0.86,0.0,3.28,43.4,42.4,0.86,0.52,0.0,0.52,0.17,0.0,0.0,0.0,0.0,0.34,33.8,0.17,0.34,1.55,1.38,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.86,0.0,1.21,0.17,0.34,1.9,18.2,1.55,2.07,1.21,0.86,1.38,2.76,3.97,0.0,55.9,5.17,15.9,32.9,7.24,1.03,55.9,21.4,79.3,29.7,0.17,0.52,0.0,0.86,0.69,27.9,0.86,0.34,0.0,0.0,3.1,0.86,0.34,0.17,0.86,0.0,0.0,0.0,6.55,3.28,3.45,48.7,2022-11-09,3000000.0
